ind,project,pop,super_pop,gender,related,related_exclude,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
HG01807,1000 Genomes,CDX,EAS,female,false,false,-0.19742,0.30702,0.042235,0.074528,0.0048293,-0.0010353,0.031569,-0.11345,-0.0015208,-0.014127,0.0076213,-0.004779,0.0044087,-0.0058855,0.0022294,-9.415E-4,-0.0015068,0.0075565,-7.0223E-4,-0.003678
HG01808,1000 Genomes,CDX,EAS,female,false,false,-0.19474,0.30671,0.04166,0.075112,0.0087436,5.3063E-4,0.025339,-0.10295,-0.0038018,-0.012436,0.0064983,-0.0077608,4.5545E-4,-0.0045089,-0.0036519,0.0080244,-0.0044234,-0.0010552,-0.0019965,-0.0010397
HG01809,1000 Genomes,CDX,EAS,female,false,false,-0.19639,0.30446,0.04037,0.075924,0.011478,-0.0039145,0.028421,-0.11034,-0.0042399,-0.010944,0.0072225,-0.0094962,0.0018454,-0.0056651,0.0016896,0.0014883,-4.8261E-4,2.4758E-4,-0.0091454,0.0027283
HG01810,1000 Genomes,CDX,EAS,male,false,false,-0.19366,0.30545,0.039539,0.071515,0.0073152,-0.0039617,0.029253,-0.11195,-0.0011583,-0.012112,0.0032825,-0.011612,-9.9749E-4,-0.0038304,0.0029195,0.006698,0.0028196,-0.0015236,-0.0029968,-3.2953E-4
HG01811,1000 Genomes,CDX,EAS,male,false,false,-0.19635,0.30492,0.043409,0.075188,0.0066036,-0.0018254,0.03534,-0.11405,-0.001078,-0.018985,0.0031737,-0.0063214,-8.9875E-4,-0.0016997,-0.0021654,0.0086982,-2.8766E-4,0.0049917,-0.0010337,-0.0018826
HG01812,1000 Genomes,CDX,EAS,female,false,false,-0.19624,0.30921,0.044012,0.071124,0.0090812,-8.6336E-4,0.030191,-0.11367,-0.0028983,-0.0097629,0.0043425,-0.0062246,0.0095713,-0.0098637,-0.0015385,0.0016284,0.0068012,0.0036991,-0.0018837,-0.0053637
HG01813,1000 Genomes,CDX,EAS,female,false,false,-0.19589,0.30703,0.042569,0.072527,0.01095,-0.0027102,0.027745,-0.099676,-0.003572,-0.010669,0.0040281,-0.0079357,0.0063546,-0.0049216,-7.8952E-4,0.0040174,0.0058448,0.0011347,-0.0054471,-1.926E-4
HG01815,1000 Genomes,CDX,EAS,female,false,false,-0.19458,0.30353,0.044254,0.071926,0.0060015,-0.0021142,0.028829,-0.11029,-0.0044451,-0.015839,0.0040937,-0.0079788,-0.0023058,-0.0021541,9.5828E-4,0.0043483,-0.002218,6.2785E-4,0.0012035,5.1286E-4
HG01816,1000 Genomes,CDX,EAS,male,false,false,-0.19686,0.31278,0.043122,0.076783,0.004021,0.0011362,0.029321,-0.11321,-4.3478E-5,-0.014709,0.0049338,-0.0036851,-1.7106E-4,-0.0046228,0.0053776,3.4214E-4,-0.0032617,0.0048516,0.0026155,7.2793E-5
HG01817,1000 Genomes,CDX,EAS,female,false,false,-0.19394,0.30624,0.048112,0.072433,0.0031965,-2.4073E-4,0.031354,-0.1158,-0.003489,-0.01547,0.0046066,-0.011337,-0.0022397,-0.0033202,3.5755E-4,-8.9095E-4,0.003044,0.0019787,-0.0081242,-0.0050742
HG01840,1000 Genomes,KHV,EAS,male,false,false,-0.19515,0.30187,0.04335,0.06837,0.0048799,-4.9154E-4,0.025711,-0.081245,-0.0025054,-0.0075534,0.0030276,-0.0034482,-8.2958E-4,-0.0049071,-0.0069105,1.7918E-4,-0.0032096,0.0055941,-0.0039432,2.911E-4
HG01841,1000 Genomes,KHV,EAS,female,false,false,-0.19475,0.29956,0.043357,0.071189,0.0068826,-0.0023324,0.025762,-0.091413,-0.0017998,-0.012744,0.0017614,-0.006432,-0.0044724,-0.0085673,0.0023664,0.0016966,-0.004632,9.8633E-4,-0.0047838,-0.0028571
HG01842,1000 Genomes,KHV,EAS,male,false,false,-0.19243,0.29658,0.044592,0.068118,0.0060179,8.3873E-4,0.022438,-0.092232,0.002386,-0.0094987,0.0053405,-0.011038,0.0039103,-0.0012811,0.0034675,0.0026958,0.0049596,0.0051339,-0.004558,-0.002402
HG01843,1000 Genomes,KHV,EAS,female,false,false,-0.19536,0.3012,0.042117,0.069163,0.0084719,2.3606E-4,0.025296,-0.093731,1.7838E-4,-0.011178,0.0076406,-0.00601,-0.003122,-0.00445,0.004472,0.0050009,4.9791E-5,-0.001584,0.0015368,9.528E-4
HG01844,1000 Genomes,KHV,EAS,male,false,false,-0.19321,0.2979,0.04115,0.068468,0.0022553,0.0018076,0.026597,-0.087428,-0.0020623,-0.012765,0.0050229,-0.0064359,0.0020425,0.0023846,0.0011342,0.0033412,-2.4824E-4,0.0056873,-0.0064517,-6.5553E-6
HG01845,1000 Genomes,KHV,EAS,female,false,false,-0.197,0.29927,0.042392,0.065399,0.0074012,-3.7348E-4,0.019549,-0.09016,0.0012016,-0.010826,0.0061259,-0.0090561,0.0013427,-0.003297,0.0014457,0.0021204,0.0016477,0.001274,-0.0039727,0.0064329
HG01846,1000 Genomes,KHV,EAS,male,false,false,-0.19221,0.29816,0.045122,0.064445,0.0059644,-0.0017501,0.024254,-0.091137,5.2401E-4,-0.014058,0.0026467,-0.0038609,0.0021333,-0.0038988,0.0022947,0.0013543,0.0031813,0.004007,-0.0053281,-0.0016695
HG01847,1000 Genomes,KHV,EAS,female,false,false,-0.19568,0.29574,0.042653,0.062722,7.791E-4,-0.0028422,0.022173,-0.097391,-0.002691,-0.012748,0.0051438,-0.0051043,1.2128E-4,-0.0041844,3.614E-4,0.0075301,-0.0033123,0.0047041,-0.0022494,1.2112E-4
HG01848,1000 Genomes,KHV,EAS,female,false,false,-0.19313,0.30311,0.043954,0.065872,0.0026085,-0.0022226,0.021472,-0.087134,-0.0019421,-0.011304,0.0039426,-0.0056978,0.0022998,-0.0059157,-0.0012886,0.0020815,0.0045553,-0.002368,3.0276E-4,-0.0010595
HG01849,1000 Genomes,KHV,EAS,male,false,false,-0.19539,0.29303,0.048808,0.063951,0.0072186,-1.0602E-4,0.027726,-0.099602,-4.1092E-4,-0.0084751,0.0051348,-0.0070868,-0.0014311,-0.0024142,-0.0039913,0.0022214,-0.006494,0.0037863,0.0023002,0.003284
HG01850,1000 Genomes,KHV,EAS,female,false,false,-0.19531,0.29832,0.033674,0.06651,0.010038,6.045E-4,0.019579,-0.084442,-5.5754E-4,-0.0092804,2.7578E-4,-0.0071597,0.005249,-8.4285E-5,0.0023797,0.0027691,-8.3974E-4,0.0017439,-0.003807,8.1399E-4
HG01851,1000 Genomes,KHV,EAS,female,false,false,-0.19509,0.30648,0.03731,0.066704,0.0056538,-0.0033763,0.027834,-0.093364,-0.0018792,-0.014789,0.0037022,-0.002773,0.0024331,3.9251E-4,5.6515E-4,6.7852E-5,0.0043903,0.0015817,-0.001105,-0.0015327
HG01852,1000 Genomes,KHV,EAS,male,false,false,-0.19558,0.29911,0.04336,0.066625,0.0042117,-0.0019874,0.024634,-0.087839,-0.001766,-0.010835,0.0015804,-0.0060196,2.6056E-4,-0.0057321,0.002104,-0.0033025,-0.0034329,0.0061194,-0.0067757,0.0036042
HG01853,1000 Genomes,KHV,EAS,female,false,false,-0.19413,0.29784,0.044179,0.0662,0.004138,-0.0029081,0.028635,-0.097399,-0.0056261,-0.010141,0.003408,-0.0035358,0.0028564,-0.0055181,0.0017687,4.7657E-4,0.0030002,0.0015044,0.0026835,0.0033051
HG01855,1000 Genomes,KHV,EAS,female,false,false,-0.19046,0.29578,0.042127,0.065479,0.0066689,-0.0031139,0.024292,-0.086534,-0.0017263,-0.010951,0.0057992,-0.0044824,0.0017508,-0.0068937,0.0016269,0.0015898,-0.0014031,0.0048223,-0.002364,-0.0026731
HG01857,1000 Genomes,KHV,EAS,female,false,false,-0.19375,0.30072,0.043186,0.066429,0.0058029,0.0010503,0.022991,-0.094444,-0.0035908,-0.0072331,0.0023225,-0.0065979,0.0022647,-0.0029485,-2.753E-4,-0.0015586,-9.6909E-4,0.0073678,-0.0017849,-8.0712E-4
HG01858,1000 Genomes,KHV,EAS,female,false,false,-0.19386,0.30251,0.046156,0.068161,0.0070408,0.0031437,0.026894,-0.093753,-0.0019381,-0.008548,0.0052303,-0.0043525,0.0040356,-0.0055074,-0.00207,-5.5797E-4,0.0018938,0.0051572,0.0013353,-0.0052402
HG01859,1000 Genomes,KHV,EAS,female,false,false,-0.1988,0.30553,0.041399,0.073328,0.0069684,6.7459E-4,0.021125,-0.091706,-0.0015068,-0.0096502,0.0047039,8.8312E-5,2.7122E-4,-0.0073959,0.0049049,1.6542E-4,4.7153E-5,0.0051883,-0.0029749,-0.0016475
HG01860,1000 Genomes,KHV,EAS,male,false,false,-0.1944,0.30424,0.039767,0.068223,0.0082591,-1.8986E-5,0.028459,-0.1051,-7.0734E-4,-0.011601,0.0068366,-0.0072689,6.6941E-4,-0.0070592,-0.0029737,-0.0013412,0.0035412,0.012508,-0.0043951,7.4184E-5
HG01861,1000 Genomes,KHV,EAS,male,false,false,-0.19426,0.29935,0.043694,0.068073,0.0032588,0.0012632,0.018608,-0.083153,-0.0036863,-0.0082158,0.0023566,-0.0063213,-6.524E-5,-0.0020127,-0.0017299,-3.2122E-4,-0.0012705,-0.0013268,0.0031501,-0.0048348
HG01862,1000 Genomes,KHV,EAS,female,false,false,-0.1943,0.29789,0.047461,0.066488,0.0082772,-0.0022203,0.018979,-0.082688,-0.0041583,-0.013353,0.0044581,-0.0078198,-0.002717,-0.0010777,0.0027986,0.0048728,6.2658E-5,-0.0046648,-0.0010182,0.0042678
HG01863,1000 Genomes,KHV,EAS,female,false,false,-0.19732,0.30071,0.038173,0.064658,0.0078907,-0.0049369,0.024142,-0.090583,0.0011098,-0.01017,0.0046967,-0.0061766,0.0048653,-0.0078393,-3.5E-4,9.7068E-4,0.001546,0.0071411,0.0039401,-0.0037949
HG01864,1000 Genomes,KHV,EAS,male,false,false,-0.19587,0.30027,0.043617,0.06615,0.004735,-0.0024465,0.025067,-0.085981,-0.0015103,-0.0116,0.0039866,-0.0052475,-7.0028E-5,0.0034048,-0.0012208,0.002065,-0.0014959,0.007667,0.0037798,-0.0028709
HG01865,1000 Genomes,KHV,EAS,male,false,false,-0.1942,0.30043,0.044656,0.071546,0.0050402,5.9872E-4,0.025106,-0.094168,-0.0018018,-0.01206,0.0023525,-0.008153,0.0031561,-0.0035976,-0.0043777,0.0021599,-0.0062774,0.001304,0.0011974,-0.0013023
HG01866,1000 Genomes,KHV,EAS,male,false,false,-0.19293,0.29276,0.041891,0.064902,0.0013339,-7.9787E-4,0.024226,-0.094695,-0.0025923,-0.0080457,0.0055004,-0.0020116,0.0036438,-0.0049339,-0.0011949,0.0031578,0.0019898,0.0041594,-0.0014907,-0.0034391
HG01867,1000 Genomes,KHV,EAS,male,false,false,-0.19437,0.29805,0.040044,0.065786,0.0036392,8.6946E-4,0.026009,-0.088521,-3.8255E-4,-0.013066,0.0045122,-0.0031858,0.0019114,-0.001572,0.0029366,-0.0035762,0.0029075,0.0029857,0.0038026,-0.0021037
HG01868,1000 Genomes,KHV,EAS,female,false,false,-0.19734,0.30171,0.0431,0.068166,0.0031248,-3.9752E-4,0.025722,-0.10233,-0.0025235,-0.0079968,0.001751,-0.0053839,0.001797,-0.0016975,-0.001427,-2.8768E-4,0.0019994,-0.0058087,6.3681E-4,-0.0029199
HG01869,1000 Genomes,KHV,EAS,female,false,false,-0.1948,0.30018,0.039184,0.071965,0.010981,-5.2278E-4,0.021713,-0.098394,4.3564E-4,-0.010873,0.0054293,-0.013786,-7.0824E-4,0.0014948,6.7048E-4,-1.4361E-4,4.4178E-4,0.0036987,-0.0034758,-0.0060005
HG01870,1000 Genomes,KHV,EAS,female,false,false,-0.19256,0.29918,0.038822,0.069431,0.003473,0.0012675,0.02585,-0.092013,-0.0046545,-0.010999,0.0024924,-0.0021211,3.2864E-4,-0.0079167,-1.5917E-4,0.001817,0.0032375,0.0033643,-0.0047578,0.0013804
HG01871,1000 Genomes,KHV,EAS,female,false,false,-0.19463,0.299,0.045125,0.064655,0.0067431,-0.0038052,0.023688,-0.097057,-0.0032323,-0.0097869,0.0051629,-0.0028464,-4.2328E-4,-0.00275,-8.6763E-4,-0.0050093,0.004858,0.0047206,-0.0020159,0.0041324
HG01872,1000 Genomes,KHV,EAS,male,false,false,-0.19386,0.29754,0.039187,0.063828,8.7199E-4,0.0027308,0.01833,-0.075842,-0.0017345,-0.01175,0.0066055,-0.011954,-0.0024607,-0.0057199,-0.0010047,0.0059992,0.0032509,-0.0032273,-3.0382E-4,0.0061656
HG01873,1000 Genomes,KHV,EAS,male,false,false,-0.19372,0.29804,0.041746,0.070488,8.7911E-4,0.0010506,0.025884,-0.09009,3.6767E-5,-0.0077122,0.0048339,-0.0023431,0.001922,-0.0032877,-7.7381E-4,-0.0010006,-0.0019752,0.006234,0.0013849,9.381E-4
HG01874,1000 Genomes,KHV,EAS,female,false,false,-0.19509,0.29715,0.039789,0.065997,0.0061203,-7.891E-4,0.025509,-0.086107,-9.6429E-4,-0.0068866,0.0063674,-0.0079324,0.003857,-4.5489E-4,-0.001001,0.0047721,0.0055406,0.0015402,0.0050276,-0.0012303
HG01878,1000 Genomes,KHV,EAS,female,false,false,-0.19546,0.2961,0.039868,0.067532,0.0044407,4.9253E-4,0.020651,-0.088671,-0.0038544,-0.013821,0.0048186,-0.001924,0.0017257,-0.0030109,-0.0010947,0.0039267,0.0028211,0.0095433,-0.0029691,1.744E-4
HG01879,1000 Genomes,ACB,AFR,male,true,false,0.39694,0.013032,-0.0023571,0.010126,0.0061648,-0.024258,-0.0085584,-0.0038343,-0.018917,-0.00243,-0.024617,-0.0075793,6.8871E-4,0.0046128,0.0021202,-0.0016313,-0.0024883,-0.0016268,-0.0051005,0.0023085
HG01882,1000 Genomes,ACB,AFR,male,true,false,0.47111,0.048559,-0.0019785,0.0030894,0.0028374,-0.017123,-0.013699,-0.0010758,-0.027457,8.9488E-4,-0.034559,-0.0051496,0.01701,0.0028582,-9.0123E-4,-0.0039041,-0.0056234,0.0024614,0.0051942,0.0013727
HG01883,1000 Genomes,ACB,AFR,female,true,false,0.40157,0.015664,-0.0022634,0.013566,0.0066945,-0.02594,-0.014161,-0.0063505,-0.019139,0.0026898,-0.031792,-0.010428,0.0023145,-0.0030455,-0.0057524,-0.0014239,-0.001986,-0.0049787,-7.655E-4,-0.0048859
HG01884,1000 Genomes,ACB,AFR,female,false,false,0.44583,0.028921,-0.0089261,0.0062875,0.0042662,-0.017049,-0.0098677,-0.0036011,-0.02196,-0.0016135,-0.024291,-0.0036101,0.0017718,1.8311E-4,-0.0056388,0.0031999,-0.0067797,0.0042234,-2.2576E-4,0.0019202
HG01885,1000 Genomes,ACB,AFR,male,true,true,0.45417,0.035469,-0.0071128,0.0060293,0.0046167,-0.02119,-0.010358,-0.0033713,-0.019711,-0.0027966,-0.023385,-0.003518,-0.0037804,-0.0027734,-0.0060012,0.0060065,-0.0063822,0.0073068,-8.8164E-4,-0.0071156
HG01886,1000 Genomes,ACB,AFR,female,true,false,0.41729,0.021931,-0.0059475,0.0057116,6.4555E-4,-0.026553,-0.011132,0.0015858,-0.014728,-0.0020102,-0.030147,-5.3481E-6,0.011423,-0.0017629,-0.0071812,2.6333E-4,0.0019241,-0.0069761,0.0025753,0.0061594
HG01887,1000 Genomes,ACB,AFR,male,false,false,0.4208,0.021605,-0.0058157,0.0071801,0.0021393,-0.028732,-0.012525,0.0015131,-0.016117,-0.0012437,-0.02309,0.0015045,0.0059675,9.5237E-4,-0.0073436,0.0012902,0.0013879,-0.0045168,0.0012535,-4.1927E-4
HG01888,1000 Genomes,ACB,AFR,male,false,false,0.43223,0.02898,-0.0028599,0.009567,0.0062511,-0.021221,-0.012632,-0.0026206,-0.022356,0.0016888,-0.033389,-0.011678,0.0055652,-4.4266E-4,-0.0038499,-0.0024615,-0.0047395,-4.7484E-4,0.0024297,-0.0037958
HG01889,1000 Genomes,ACB,AFR,female,false,false,0.4728,0.047058,-0.0078869,0.0045436,0.0058822,-0.026234,-0.0087017,8.8342E-4,-0.020099,0.0023201,-0.021736,1.0022E-4,0.013784,0.0043976,-0.0066926,0.0065217,-0.0059754,-0.0018716,-0.0022293,-0.002344
HG01890,1000 Genomes,ACB,AFR,male,false,false,0.41552,0.021004,-0.0049434,0.010296,0.0056954,-0.024518,-0.014157,-0.0014035,-0.018485,0.0058375,-0.030767,-0.003083,0.0099249,-0.0011207,0.0016743,0.0054,-0.0021481,0.0019859,0.0051475,0.0040788
HG01891,1000 Genomes,ACB,AFR,female,false,false,0.44728,0.036359,-0.0079774,0.0055162,0.0048668,-0.025248,-0.011864,-0.0020096,-0.018484,0.0064838,-0.027403,0.0011124,0.01165,0.0014586,-2.7057E-4,0.0038268,-0.0010679,4.5633E-5,0.002535,-2.3134E-4
HG01892,1000 Genomes,PEL,AMR,male,true,false,-0.12192,0.051313,-0.3251,-0.141,-0.0015652,0.0011206,0.0066892,-0.0095733,-0.007655,0.0022688,-0.0029534,0.0048407,-0.004652,-0.040694,2.7548E-4,-0.011466,0.0044829,0.0031458,-0.0035221,0.0012659
HG01893,1000 Genomes,PEL,AMR,female,true,false,-0.088782,0.0076381,-0.25999,-0.096806,7.7921E-4,0.0038878,0.019689,-0.010175,-0.0071787,0.0039422,-0.0017987,0.0060567,-0.0031741,-0.021555,-2.2389E-4,-0.0016821,0.0057697,8.7815E-5,-0.0088331,0.0055896
HG01894,1000 Genomes,ACB,AFR,female,true,false,0.43637,0.028591,8.5525E-5,0.0074981,0.00448,-0.022025,-0.012304,-0.0014918,-0.022073,-7.5044E-4,-0.022145,-0.011449,0.011248,-5.7635E-4,-0.0063992,0.0026221,-4.1758E-4,-0.0015621,0.0017949,0.0042512
HG01895,1000 Genomes,ACB,AFR,male,false,false,0.43344,0.029814,-0.0026368,0.0065349,0.0027613,-0.020807,-0.016031,-0.0039066,-0.024404,-0.0035682,-0.020466,-0.0076142,0.0066335,1.2559E-5,-0.0062844,-2.0156E-4,0.005788,-0.0069842,0.0022406,0.0081803
HG01896,1000 Genomes,ACB,AFR,female,true,false,0.47556,0.049644,-0.0010725,0.0032453,0.006778,-0.019421,-0.012895,-0.0022148,-0.024625,-0.0012446,-0.033097,-0.0061808,0.0092673,-0.0035916,7.6208E-4,-0.0051135,-1.7547E-4,0.0093148,-0.0031988,0.002013
HG01897,1000 Genomes,ACB,AFR,male,false,false,0.47005,0.048006,-0.0032794,0.0028068,0.0046348,-0.024881,-0.012596,-0.0040723,-0.026451,-0.0012802,-0.035123,-0.0066026,0.012919,-0.0029733,-0.0021829,-0.0050828,0.0021598,0.003108,-0.0034071,0.0027657
HG01898,1000 Genomes,PEL,AMR,female,false,false,-0.096198,0.02387,-0.28101,-0.11205,0.0015338,0.0043025,0.015476,-0.0082861,-0.010128,0.0046338,-0.0022173,0.0056799,-0.0020258,-0.029671,-1.8553E-4,-0.0057705,0.0042595,0.0029527,-0.0071201,4.7203E-4
HG01912,1000 Genomes,ACB,AFR,male,true,true,0.42983,0.028903,-0.0042976,0.0080455,0.007768,-0.021052,-0.017065,-0.0026182,-0.025783,-0.0047173,-0.025705,-0.0029992,0.0024103,1.0172E-4,-0.0067049,-0.0016788,0.0030372,-0.0080202,0.0013467,0.006896
HG01914,1000 Genomes,ACB,AFR,male,true,false,0.39935,0.012057,-0.005964,0.010798,-9.4727E-4,-0.020723,-0.011659,-0.0036115,-0.010141,0.0046306,-0.022212,-0.0022956,0.014725,9.173E-4,0.0030861,9.6836E-4,-0.0020131,-0.0014225,0.0078761,0.0065459
HG01915,1000 Genomes,ACB,AFR,female,true,false,0.44852,0.038075,-0.002823,0.0026789,-2.6568E-4,-0.028477,-0.012731,-0.0043233,-0.015367,0.0026336,-0.027072,-0.0038618,0.0091874,0.0046164,-0.0049829,0.0015244,0.0055139,0.0047084,0.0037581,0.0012858
HG01916,1000 Genomes,ACB,AFR,female,false,false,0.43033,0.027061,-0.0030347,0.007852,6.367E-4,-0.026437,-0.010595,-0.0043947,-0.018195,0.0046803,-0.02615,-0.0057504,0.0091682,0.0028473,0.001597,0.0011519,0.0025679,0.003781,0.0064496,0.0046795
HG01917,1000 Genomes,PEL,AMR,male,false,false,-0.17701,0.086365,-0.38908,-0.18387,0.0031469,-0.0044579,0.01495,-0.013033,-0.0018118,-0.007814,0.0012735,0.0061914,0.0011315,-0.061091,0.0012526,-0.019206,-0.0033319,0.0039096,-0.017667,-0.0052738
HG01918,1000 Genomes,PEL,AMR,female,false,false,-0.17874,0.053404,-0.34899,-0.15928,0.002283,-0.0018598,0.017405,-0.010127,1.6473E-4,0.0019481,0.0013575,0.0092575,-9.4532E-4,-0.047774,0.0024829,-0.015252,0.0039155,0.0018507,-0.0079241,-0.0010075
HG01919,1000 Genomes,PEL,AMR,female,false,false,-0.17731,0.062506,-0.365,-0.16889,-9.5218E-4,-0.0039136,0.014428,-0.013485,-3.6377E-4,3.2353E-4,0.0022705,0.0082139,0.0018167,-0.054497,9.001E-4,-0.01957,-0.0016019,0.0046213,-0.010326,-0.0051484
HG01920,1000 Genomes,PEL,AMR,male,true,false,-0.19656,0.1284,-0.44664,-0.2246,0.0030403,-0.002265,0.014465,-0.011962,-0.0060604,-0.0081008,0.0045141,0.008991,0.0019827,-0.06778,-0.0031442,-0.025687,0.0042421,0.015934,-0.0098593,-0.0094073
HG01921,1000 Genomes,PEL,AMR,female,true,false,-0.17394,0.048208,-0.33637,-0.14261,-0.0052312,-0.0015626,0.011325,-0.0086724,-0.0018835,0.0035548,-6.1432E-4,0.0056797,0.0021412,-0.029299,-0.0028996,-0.0093403,-0.0027506,0.0056443,0.0046896,-1.3774E-4
HG01922,1000 Genomes,PEL,AMR,female,false,false,-0.18489,0.085774,-0.39104,-0.17947,-7.7222E-5,-8.6691E-4,0.011305,-0.0087777,-0.0051089,-0.0036148,0.0023804,0.0084944,0.0012713,-0.049081,-0.0021467,-0.015738,0.0028119,0.011047,-0.0020741,-0.0058638
HG01923,1000 Genomes,PEL,AMR,male,true,false,-0.18976,0.11704,-0.42458,-0.2086,0.0019734,0.0011097,0.012136,-0.017587,-0.0047964,-0.0057628,-0.0016337,0.0094026,-8.2274E-4,-0.061479,-9.3562E-4,-0.026527,-0.0023051,0.011001,-0.011997,-0.005982
HG01924,1000 Genomes,PEL,AMR,female,true,false,-0.10245,0.085188,-0.30226,-0.12942,0.0023968,-0.0040232,0.012019,-0.015471,-0.0075386,-0.0011116,-0.0011207,0.0089787,0.0042531,-0.031975,-0.0015803,-0.013837,0.0013369,0.0055744,-0.011733,-0.0057885
HG01925,1000 Genomes,PEL,AMR,female,false,false,-0.14403,0.10412,-0.3718,-0.17519,8.039E-4,-0.0012578,0.011535,-0.015138,-0.006679,-0.002786,-0.0032121,0.011062,0.0022447,-0.046947,-0.00142,-0.020672,-0.0034736,0.0087527,-0.010846,-0.0060181
HG01926,1000 Genomes,PEL,AMR,male,true,false,-0.19927,0.13922,-0.44781,-0.22165,0.0015435,-0.0013365,0.012606,-0.016725,-0.0012213,-0.0077947,0.0055801,0.0071765,9.898E-4,-0.053337,3.2581E-4,-0.018674,4.5007E-4,0.011616,-0.013976,-0.0089828
HG01927,1000 Genomes,PEL,AMR,female,true,false,-0.19261,0.11278,-0.42283,-0.20791,-0.0011313,-3.8176E-4,0.011107,-0.015964,-0.0048207,-0.0077221,0.0012159,0.010396,0.0016665,-0.063506,6.9171E-4,-0.022728,-0.001005,0.0073309,-0.011044,-0.006504
HG01928,1000 Genomes,PEL,AMR,male,false,false,-0.19644,0.12971,-0.4354,-0.21315,0.0013068,-0.0019602,0.0093752,-0.017162,-0.0024083,-0.0089121,0.0056444,0.0077452,0.0018812,-0.058553,9.7948E-4,-0.01874,3.2805E-4,0.0099696,-0.0059445,-0.0080313
HG01932,1000 Genomes,PEL,AMR,male,true,false,-0.17977,0.058257,-0.36572,-0.1692,-0.0019601,-0.0015854,0.014322,-0.0095199,-0.0051128,0.0035843,0.0015107,0.011059,-0.0020888,-0.047954,-0.0033809,-0.015913,0.0024532,0.008264,-0.012512,-0.001435
HG01933,1000 Genomes,PEL,AMR,female,true,false,-0.11215,0.055632,-0.28692,-0.11978,0.0029366,-0.0032052,0.0070437,-0.010581,-0.0041851,0.0046243,0.0021249,0.0026083,-0.0019526,-0.032305,6.4948E-4,-0.010685,-5.9091E-4,0.0053492,-0.0062526,-0.0015535
HG01934,1000 Genomes,PEL,AMR,male,false,false,-0.14521,0.054296,-0.31499,-0.13446,0.001619,-5.8631E-4,0.0097632,-0.01137,-0.0027112,0.0042963,0.0029469,0.0056258,-0.0015693,-0.035002,-0.0024918,-0.012554,3.8188E-4,0.0072898,-0.010963,-0.0030108
HG01935,1000 Genomes,PEL,AMR,male,true,false,-0.16756,0.037349,-0.33165,-0.14286,-0.005343,-0.0023675,0.015074,-0.016484,-0.0040259,-0.0032105,0.0027392,0.0067624,0.0022567,-0.052872,-6.0428E-4,-0.017705,-0.0018161,0.0067438,-0.01238,-0.0044064
HG01936,1000 Genomes,PEL,AMR,female,false,false,-0.1466,0.016202,-0.29849,-0.12103,0.0020853,-0.0019838,0.014245,-0.0086236,-4.3958E-4,0.0056215,-1.3465E-4,0.0091905,-0.0015399,-0.045327,0.0047191,-0.010368,0.0051464,0.0068393,-0.013527,-0.004798
HG01937,1000 Genomes,PEL,AMR,male,false,false,-0.15673,0.023427,-0.3109,-0.12817,-0.0016851,-0.0017761,0.01543,-0.011677,-0.0036592,0.0015318,0.0020086,0.0052617,4.156E-4,-0.045471,0.00356,-0.013953,0.0025617,0.0043044,-0.011926,-0.005275
HG01938,1000 Genomes,PEL,AMR,male,true,false,-0.19479,0.13486,-0.44533,-0.22408,0.0069027,0.0033473,0.0081585,-0.0078627,0.0015725,-0.0078545,5.5933E-5,0.0043345,-8.0562E-5,-0.051837,-0.0017148,-0.025137,-9.0601E-4,0.012796,-0.0031871,-0.0082409
HG01939,1000 Genomes,PEL,AMR,female,true,false,-0.16736,0.053595,-0.35679,-0.15547,0.0021385,-5.0352E-5,0.010139,-0.010541,-0.0033007,0.0020871,0.0020265,0.0081061,0.0018021,-0.043039,-2.1395E-4,-0.021864,2.6398E-4,0.011994,-0.0019521,-0.0071114
HG01940,1000 Genomes,PEL,AMR,female,false,false,-0.17769,0.091454,-0.40399,-0.19087,0.0029497,0.0022714,0.010945,-0.01129,-0.0019801,-0.0063351,9.497E-4,0.0055168,0.0020321,-0.046897,3.4233E-4,-0.021096,0.0010818,0.011649,-0.0037455,-0.0096642
HG01941,1000 Genomes,PEL,AMR,male,true,false,-0.14566,0.089763,-0.36384,-0.17392,0.0024012,-0.0039339,0.0081644,-0.013809,-0.0061666,0.0044704,-0.0019353,0.0063075,-0.0023418,-0.034391,-0.0011024,-0.0063613,-2.1753E-4,0.0044207,-0.010474,5.2349E-4
HG01942,1000 Genomes,PEL,AMR,female,true,false,-0.1801,0.077142,-0.37788,-0.17565,0.0032593,4.901E-4,0.018628,-0.0087227,-0.0022861,-0.0021934,0.0013933,0.0037365,-9.2729E-4,-0.05344,-0.0014471,-0.018518,-0.0012716,0.0037141,-0.013189,0.0013391
HG01943,1000 Genomes,PEL,AMR,male,false,false,-0.17601,0.092914,-0.38621,-0.18461,3.0934E-4,-0.0018662,0.011786,-0.012963,-0.0041287,-1.4606E-4,0.0014361,0.0065388,-0.0022686,-0.046699,-0.003394,-0.011924,-0.0010043,0.0043176,-0.007767,5.475E-4
